                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.74492,                 3.6656,                 1.1287,                0.79184,                0.05295,                0.06592,                 0.0535,                0.60607,                 3.6959,                 1.0516,              0.0002038,              0.0002038,              0.0002038
                      2,                0.66216,                 2.3623,                 1.0706,                0.76381,                0.14936,                 0.1541,                 0.1293,                0.62111,                 3.3127,                 1.0614,             0.00020813,             0.00020813,             0.00020813
